7FCC1AF7,755604E5,0.8549535
0FE87F32,755604E5,0.9955491
7FF11E4C,755604E5,0.94585496
7D3FBDD1,755604E5,0.643821
755604E5,755604E5,0.9955491
754E42F4,755604E5,0.9565907
85B4BF88,755604E5,0.5311665
837D50D6,837D50D6,0.6147871
7FD80D18,7FD80D18,0.63218796
7EAC2FB2,7EAC2FB2,0.103143096
17952916,1962C022,0.6911253
1962C022,1962C022,0.60647017
77D923EF,77D923EF,0.9955491
81D1C280,77D923EF,0.9204014
7984E4DF,8622559E,0.89269894
862F32EF,8622559E,0.9248716
75CF6859,7CA859C4,0.9955491
7F2F4E85,7CA859C4,0.9183901
7663C096,7CA859C4,0.6737959
7CA859C4,7CA859C4,0.5311665
171AAE0C,7CA859C4,0.9955491
00E6A820,7CA859C4,0.9406606
7F9734BE,7CA859C4,0.9780463
73AC484D,7CA859C4,0.9542316
6458FEDE,7CA859C4,0.9486918
534F0E8C,7CA859C4,0.012462786
75B7035B,7CA859C4,0.9537625
5A2384E5,7CA859C4,0.04344115
73F0593A,7CA859C4,0.94974095
7B38BF4E,7CA859C4,0.9876764
7F9B3AE6,7CA859C4,0.68963414
549F2DD4,7CA859C4,0.3960625
8310D781,7ECA2B1E,0.47150177
7A18C672,7ECA2B1E,0.09087924
7B243211,7ECA2B1E,0.16736625
7F4BEDCD,7ECA2B1E,0.026338503
86092560,7ECA2B1E,0.7471748
76C483ED,7ECA2B1E,0.7217895
85545573,7ECA2B1E,0.63400626
7E527ACF,7ECA2B1E,0.89909834
7D750834,7780094F,0.55474603
7780094F,7780094F,0.9911377
7F6E2DB9,862A7975,0.7072118
862A7975,862A7975,0.99554896
76F93A7B,7D28BC80,0.45259622
82F43953,7D28BC80,0.9955491
80821BF4,78B044B7,0.890524
7ECB5C6F,78B044B7,0.9334978
7E8C5488,78B044B7,0.053298112
76E1ED1D,78B044B7,0.10159663
5899BBFE,78B044B7,0.81586397
7FDE3B74,7D8A3FE1,0.6147871
7999E714,80A531DC,0.8107645
7D24DB0C,80A531DC,0.6147871
