8.66666666667,26,18,9.0,26,0,18,0,1.33333333333,4,24,1.66666666667,0.333333333333,5,1,3.66666666667,31,7,0.0,0.666666666667,0,2
0.5,1,1,0.5,1,0,1,0,-0.5,-1,-6,0.5,1.0,1,2,0.5,8,14,0.5,0.5,1,1
32.6666666667,98,16,8.0,98,0,16,0,8.0,24,109,8.33333333333,0.333333333333,25,1,5.33333333333,116,7,0.0,0.666666666667,0,2
0.5,1,2,1.0,1,0,2,0,-0.5,-1,-5,0.5,1.0,1,2,3.0,9,14,0.0,0.5,0,1
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.333333333333,0.333333333333,2,2
47.3333333333,142,18,6.0,142,0,18,0,14.0,42,152,14.6666666667,0.666666666667,44,2,3.0,166,14,0.333333333333,0.333333333333,1,1
3.0,6,13,3.25,6,0,13,0,2.0,4,22,4.0,2.0,8,4,4.0,42,20,0.0,0.5,0,1
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,1.0,1.0,2,2
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.5,0.5,2,2
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.4,0.4,2,2
-0.666666666667,-2,-6,-2.0,0,2,0,6,-0.0,0,0,0.0,0.0,0,0,1.0,0,0,0.0,1.0,0,3
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,1.0,1.0,6,6
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.25,0.25,1,1
12.5,25,18,18.0,25,0,18,0,1.0,2,8,1.5,0.5,3,1,1.5,10,2,0.0,0.0,0,0
-0.0,0,0,-0.0,0,0,0,0,0.25,1,1,0.25,0.0,1,0,2.5,1,0,0.0,0.75,0,3
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,1.5,0,0,0.0,0.5,0,1
-0.0,0,0,-0.0,0,0,0,0,-0.666666666667,-2,-12,0.333333333333,1.0,1,3,4.33333333333,13,25,0.0,0.666666666667,0,2
10.0,20,11,11.0,20,0,11,0,3.0,6,33,3.0,0.0,6,0,4.0,33,0,0.0,1.0,0,2
0.5,1,1,1.0,1,0,1,0,2.0,4,14,2.0,0.0,4,0,1.0,14,0,0.0,1.0,0,2
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.428571428571,0.428571428571,3,3
-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,1.0,1.0,2,2
10.6666666667,32,2,0.666666666667,34,2,9,7,5.66666666667,17,27,6.33333333333,0.666666666667,19,2,-0.666666666667,46,19,0.666666666667,0.333333333333,2,1
0.5,1,1,1.0,1,0,1,0,2.0,4,14,2.0,0.0,4,0,2.0,14,0,0.0,1.0,0,2
2.0,4,1,1.0,8,4,9,8,0.5,1,8,0.5,0.0,1,0,-1.5,8,0,0.0,0.5,0,1
0.5,1,2,2.0,1,0,2,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,1.0,1.0,2,2
